content,score
"Gila aplikasi ini bgus bnget,buat klian yng mau fto biar jadi cantikk ataupun lgi cri² aplikasi evek mending dongloud aplikasi instagram aja.gk bkal ngelek dan pastinya slalu seteinbey buat nunjukin evek terbaru yng pastinya bgus bngett😭😭👏👏",5
Good,5
Bagus aplnya,5
Apk ini kalau kita jj pasti vidio muncul,1
mantap,5
jgn dihapus arsipnya,1
"Skrng kamera ig gatau knp jelek bgt blur gitu, pdhl pas awal suka bgt foto di ig",4
knp ya ig skrg klo mau simpen Vidio warna nya ijo gaada gambar nya gmn si tolong dong perbaiki ig ko makin skrg makin gjls,1
Sangat cocok,5
Ok,5
bagus banget,5
Semua akun di blokir udah 3 kali bikin akun baru semua di tangguhkan ig sekarang ga jelas,1
Tolong jika ada Update gak usah di blokir video di kolom pencarian akun,1
"makin burik asli, pada update udh rajin tapi tetep jelek ngga ada bagus bagusnya udh di update",1
Bagus baik digunakan,4
Bagus B aja,5
Postingan tidak pernah fyp haha,5
sangat mendukung,5
Okelah,5
Suka sekali saya main instagram,5
Untuk memperluas pengalaman,4
"kenapa ya kok pas ganti profil malah fotonya kesimpen, trus fotonya malah ga ada di galery adanya di ig doang, apakah bag? tolong respon pihak Instagram",3
Antapp jiwa bos qu,5
Ist ok,3
Bagus,5
Keren,5
ga bisa live🥲,1
Good,5
apk serbaguna kalo menurut gua sih,5
Sangatlah penting,5
"Jengkel sama pengguna akun karna tidak imbang, masak aku ikut mereka tapi mereka tidak ikut aku hahahaha 🤣😂🤣😂🤣😂",5
❤,4
apalahhh akun ku tiba² di ban padahal ga ngapa ngapain,1
Kenapa filter nya gk ada walaupun sudah di update,5
semua aja akun ig gua ilangin,1
Sangat Menghibur,5
bisa mengabadikan momen,5
udah cakep si apk nya cuma masih kurang fitur posting ulang,4
Baguss..,4
👍👍👍👍👍👍👍,5
Sangat bagus,5
Kerennn,5
"Aplikasi bagus, boleh melihat cerita2 dan berita",5
Suka banget😻,5
"Mantap aplikasi ini,tapi vitur lagu dari anda,mohon diaktifkan dan jika kita memposting foto di story ig tolong fitur musiknya jangan 15 detik saja😅",5
Good,5
kocak semua akun malah di nonaktifkan padahl gk ngapa ngapain aneh banget Instagram sekarang,1
Makin jelek setelah d update... D beri like malah videonya berhenti tpi suara Masih jalan. Huuft ribet,1
Mantap,5
Bagusss,5
Oke,5
🔥🔥🔥,5
"Saya mw save vidio yg udh sya edit di story ig knpa g msuk geleri ya, pdhal tulisanya vidio disimpan",3
Beautiful,5
"Gak tau kenapa gak tau salah apa langsung akun di nonaktifkan, nggak ada peringatan apa apa tiba tiba udah gak bisa masuk lagi",1
gatawu ahaahha anjay alok,5
Bagus,5
mana semua rekan perwakilan persadin kok gk ada yg daftar,5
mAntap,5
Mantap,5
Bagus dan sangat keren untuk yang suka bermain ini Instagram tapi kekurangan nya cuma satu ya itu ada di bagian status aja suka mgebug kalo yang lain bagus kok😁🤟🏻👍🏻,5
Ngeleg ah,2
Jos,5
tidak bisa live Instagram dan tidak bisa follow akun Instagram orang lain,1
terbaik,5
Tidak dapat akses galeri di kartu sd,1
Apikasi bagus banget,5
baik,5
Mantap,5
bagus,5
"hello Instagram, I hope you guys see my review. Recently you did an update, which I think will reduce Instagram's performance, you changed the size of the feeds from 1:1 to another size. this is especially troublesome for editors on an account who have been desperately trying to make the best of the previous size. and please change the username layout on the profile again, I feel strange when I see it. Please change the appearance of this new Instagram back to the old one. thank you.",2
Terbaik,5
aku suka sama aplikasi nya soalnya seru aku bisa scroll scroll Ig bisa foto pokok nya seru deh,5
😅,5
Instagram sangat populer di Gen Z,5
Tingkatksn pemutaran reels kami dong yg pemula...🙏😁,5
Mantap dah,5
Sangat bermanfaat🙏🔥,5
Aplikasi ini kyk ny bagus trs aku pengen banget aplikasi ini karna mau ku buat fto dan buat klau aku butuh untuk kerja kelkom gitu lancar trs yaa kk yg buat aplikasi nya semangat,1
banya info positip membangun kewaspadaan diri ...agar senantiasa sll bisa jaga diri d mana pun diri berada sl dlm lindungan alloh swt aamiin,5
good,5
👌,5
Terima kasih,5
sangat berguna,5
"medsos yang sangat bagus dipakai untuk bersosialisasi, ketemu dengan orang yg baru. so, instagram lebih nyaman untuk dipakai..",5
Tetap yg terbaik 🥰🥰🥰,5
saLomo,5
Sangat bagus,5
Baik,3
Bagus sih tapi gk tau kenapa aku susah banget kalau mau di simpen,3
Sangat bagus aplikasinya semoga folowers saya naik ig:kata_sinca,5
Asu kabeh,2
"Tolong di perbaiki lagi !! Kadang suka kasian liat akun² yang lagi berusaha justru sering ke ban, buat developer tolong lebih peduli lah, dugaan spam dan riport kalo bisa di cek detail dulu jangan asal ban apa ga kasian sama pengguna setia Instagram 😔😔",5
Mantaaaap dah,5
bgus,5
"maaf saya ingin berpendapat, semenjak instagram diupdate tiba"" akun saya hilang dan tidak bisa membuat akun baru kenapa? pdhl saya tidak melakukan apapun daridulu juga bisa login, tolong perbaiki lagi kembalikan akun saya, susah bikin akun udah banyak yg like followersnya tolong yaa yang buat instagram diperbaiki lagi secepatnya akun saya dikembalikan 🙏🙏",1
Mantap,5
Saya suka,5
Kereeennnnn,5
Uhju,3
Instagram sangat bagus,5
Ig lagi eror ya,1
Ok,5
KNP IG SEKARANG GABISA HAPUS MUSIK DI BIO YAAAA!!!,1
Membagikan kenangan,5
Bagos,5
Mantabbbbb...👍👍👍👍 Apk top global... nomor 1 d dunia dan paling sya suka..,5
Ok,5
Bagus banget,5
"MAU MASUK LGI KE AKUN G BISA GBLK,PAKE ATURAN UMUR SEGALA !!!!!!!! 😐",5
Ig skrng kenapa ya masa udah di update tapi malah akun suka ke log out sendiri katanya sandi berubah padahal ga ada yang ngerubah masa 1 hari kejadian kayak gitu bisa 10x kali bjir bug terus ga jelas di perbaiki lagi dong,1
"i can't scroll down to the delete section for the feed post, idk why sometimes it can but mostly i can't delete my feed bc i can't scroll it down pls fix it ASAP",4
Lupa sandi Gagal Mulu Coba lagi aja terus gak bener bener,1
Keren,4
Karena ini orang tua saya bertengkar semoga aplikasi ini bangkrut,1
Bagus 👍🤸🤸,3
Kurang tanggap,1
Instagram this Is aplikasi excellent👍🤗,5
Sangat bagus aplikasi nya,5
Bgs kok apkny,5
KERJA BAGUS,5
Bagus,4
Bagus😎,3
Aplikasinya memadai,5
MasyaAllah sya suka,5
Ok,5
Ig skarang aneh banyak realise pisikopat merusak generasi muda blok,1
Bgus,5
"Akun Fb yg ke suspend, IG malah ikut ke suspend, blok",1
sangat menghibur,5
Aku jarang buka instagram padahal punya aplikasi nya,2
"Sejauh ini, masih aman-aman aja sih, belum pernah juga akun aku di retas orang maupun sistem Ig nya..",5
Good,5
Instagram ny sangat bagus thansk untuk apk ini yg telah menghibur sy kalian harus download sekarang juga nanti menyesal jika tidak me download ini,5
"Saya suka buat video disini harapan saya video dan akun saya bisa viral dan banyak yang nonton, like dan follow",5
Mantap,5
Lbh banyak wawasan,5
Ini gimana ya kak kok filternya hilang semuanya 🙏mohon di kembalikan donk,3
Can't open,1
Update nya jelekkk,1
tolong tautan bio yang sudag di hapus bisa di pulihkan jadi biruu lagi,5
ignya a6,4
tolong bantu saya jd konten kreator,5
bagus,5
keren,5
Busuk banyak bug blog,1
Sangat berharga sekali ig itu,5
bagus,5
Wajib download,5
sangat bagus,5
Bagus,5
Sangat baguss dan bermanfaat,4
BANYAK BUG,1
2의 기7ㅂㆍ7z,5
Suka Suka,5
"Bguss bngttt, tpi kurng utk repost",5
Fiturnya bagus..keren,5
ARSIP CERITA TIBA TIBA HILANG PADAHAL TIDAK DIHAPUS.,2
Biar bintang yg berbicara,5
Terbaik,5
top,5
Ok,5
baguss,5
adainn fiturr bisa ngeliat org yang stalkk kitaa dongg,5
Bagus bagus aja,3
Ok,4
lumayan,3
sangat membantu utk bisnis,5
"baguss.. bisa buat foto""",5
Bagus sekali sekarang Saya bisa menghasilkan uang lewat monetisasi reels,5
Aplikasi nya kok semakin lemot ya min!!,2
Kasih akun ku fyp,5
Good luck,4
"menurut saya sih aplikasi ini bagus yaa, banyak filter yang bisa di cobaa, tapi pas saya tadi lagi cek akun saya, ""kenapa akun yang saya ikuti menurun?"" pas saya cek ternyata ada yang ter unfoll kaget dong padahal saya ga nge unfoll sembarang orang tapi tiba tiba aja ke unfoll, saya takutnya orang yang tiba tiba ke unfoll malah salah paham sama saya saat saya ngetik ini juga saya lagi panik takutnya salah paham. Tapi sejauh ini yang saya alami itu aja si ga terlalu bahaya juga(ga cukup🙏🏻)",5
sedang,3
Sering kali komentar dibatasi tanpa alasan yg jelas,1
Saya kasih bintang 4 Krn kurang bagus,1
sangat puas,5
"Aplikasi yhh baguss enak lahh buat digunakan, semoga apklasi kasihh semakin besar bagus kedepan nyaa",5
Assalamualaikum,5
Mantaaplah,5
keren😎,5
Mudah dan aman,3
banyak pengalaman,5
Bagusss,5
"apa""an uda berkali"" bermasalah, yg sandi nya di ganti lah apa lah. padahal sandi nya juga gak di ganti. ANEH!!!",1
Saya senang menggunakan Instagram,5
Good,5
Oke,5
Bagus,5
👌👌👌,5
Bagus,5
bagus,2
𝐁𝐠𝐮𝐬,5
baguss bgtt gilakkkk,5
bagus,5
bagus,5
sangat bagus,5
"Good, mudah dan praktis",4
sangat baguss⭐⭐⭐,5
Bagus banget aplikasi ini gua suka apa lagi gak ada iklan nya hehe,5
Agak bagus tapi ada filter yang biasanya eror,2
Update tolol,1
"Is good.,.👍🏻👍🏻👍🏻",5
bagus aja...!,5
Bisa mendapatkan banyak manfaat dari instagram,5
Wel,5
Ga bisa cari efek,1
Terus maju,5
"Kenapa instagram 2024 klo mau bikin story kata kata,kata katanya ngak ada tapi suara audio dari kata kata ada Kalo bisa. Di ubah normal ulang min",1
mantap,5
keren,5
Tolong batu follow,5
Mantap,5
aplikasi nya sangat bagus ditambah lagi y filternya,5
Siiipp,4
menyenangkan,5
"WOEE, INSTRAGRAM ADAIN FITUR YANG BIKIN KITA TAU DONG DIA BERTEMAN MA KITA NGGA NYA. gua capek jir mesti liat following gua yang mesti berkurang",3
Kembalikan Grid 1:1 nya please!,1
bagus,5
Mantap,5
good,5
Ok,3
"halllow Instagram ini kenapaa ya, saya pasang foto profil tetapi malah hitamm ngebug, bagaimana ini tolong perbaiki secepatnya! Terimakasih",1
Mantap,5
"Tolong dong bug nya di perbarui. Makin di update makin banyak bug nya, ntah sg lah apa lah. Tolong dong developer",5
Interesting,5
"semakin diupdate semakin jelek, saya ga suka sama update an nya, bisa diperbaiki lagi ngga?",1
mantap bagus aku suka mengunakanya,5
Baguss,3
ini kenapa dah ko dibagian pencarian jadi reels semua gada postingan fotonya lagi ga enak sekarang liatnya enak yang dulu.,1
"Apk ny udah bagus,TPI tolong dong setiap mau geser kamera pasti ad aj notifikasi nya cape bgt sumpah",5
"Sanggat mengasikan, semua keinginan saya sudah tercapai, lumayan berkualitas",4
Mantap sekali,5
Mantap,4
"tolong kembalikan beranda profil seperti dulu saja, update yg sekarang jelek seperti buka di website aja",3
Lumayan bagus sih good job,4
Lg kenapa ya ig? Kok efek di ig yg udh aku simpen gk ada semua dan kalo nyari efek juga kayak dikit banget dan gk ada yg bagus terus kalo mau coba pake filter yg di story orang jg gk bisa,3
"Story yg didelete dr highlight ternyata hilang jg di arsip????????? Tolong benerin dlu, arsipan mlh hilang tu gmn ceritanya WKWKAKAKA",2
upload instagram nenin banget seruu,5
Emang mantap apk ni i..bisa tau cara mengplot foto dan vidio..bhkan cerita.reel sekalipun. .good joob deh,5
Kurang berkenang dalam Menganti pasword,1
Pengin jadi seleb Ig yg sukses,5
lumayan ok,1
Pokoke 100jeti,5
Baik,5
Mantap,5
like 👍🤗,5
aplikasi tidak berfungsi di perangkat saya,2
Tidak bisa mencari fliternya,3
Mmembuat kita cantik,5
Kurang kurangi iklan judi nya taeeeeerrr,1
Bagus instagram sekarang,5
ig butut,3
setelah di upgrade jadi loading..,1
Mantap,5
Dah 2 kali akun ga bisa kembali gara' kode ga muncul dari email padahal emai dah nyantumin bener,1
Excellent,5
sangat bagus,5
"𝕵𝖆𝖓𝖌𝖆𝖓 𝖉𝖎𝖇𝖚𝖆𝖙 LOADINGNYA LAMA 𝖑𝖆𝖌𝖎... KARENA SETIAP GW GANTI NAMA/FOTO HIGHLIGHT, PASTI LOADING NYA LAMA! jadi.. Tolong di percepatkan ya.. DAN JUGA JANGAN HAPUS AKUN SEMBARANGAN LALU SURUH KIRIM FOTO KTP, NAKSIR YAH?? 😃😃🔪🔪",5
Don't delete the archive feature because it is very useful for saving memories.,3
"saya senang menggunakan instagram..karena dapat berinteraksi dengan orang yang jauh..juga bisa upload foto,video,reel dan cerita..",4
Terbuaiiikkk,5
Sangat menyenangkan dan membantu,5
Bagus,5
Keren sii,5
Luar biasa ndk dua Instagram ta,5
Sangat bagusd,4
Aplikasi nya sangat bagus saya kasih bintang 5,5
Bewan dek😎😎,5
"Gak bisa login,memuat ulang terus",1
update terbaru feednya jelek banget kayak lontong,1
Bagus,5
Bagus,5
"mau login aja susah banget, padahal nama pengguna sama sandi udah bener tapi salah terus, pas klik lupa sandi dan udah ganti sandi baru tetep aja keterangannya sandi salah/error. harusnya gmana lagi?",1
Minusnya video gw gk pernah fyp anjay,5
Pas mau buat kolase di story layar jdi hitam.,2
"Terimakasih, Medsos yang mengedukasi masyarakat... Sukses selalu",5
Sangat luar biasa,5
Keysa,5
😠😠😠😠😠😠😠😕😡😡😡,5
Sangat membantu,5
jaringan bagus sg ga mau ke puter jing,1
Perfect,5
sanggat bagus,5
Gaje,1
"aplikasi nya bagus tapi agak sedikit lag, tapi apk nya bagus bgt",4
"bintang 1, iklan slot ga guna knp selalu ad di ig, dan knp akun gua ke banned tanpa alasan coba?? giliran akun forno ga di ban, aneh lo.",1
Mantaf mantaf luar biasa,5
"Sudah di perbaiki, terimakasih 🙏",5
memori kebanyakan woy,1
baik,1
Sinyal bagus dk biso nyari akun,1
"Lesu, beberapa kali kena peringatan, padahal kalimatnya biasa saja",1
"Apkalisi yg luar biasa mantap.., terima kasih min...",5
👍👍👍 Mantappp,5
dg aplikasi ini membuat saya jadi luas untuk bersosialisasi,5
"Makin di update makin gak karuan, masak beranda gak bisa di muat , malah lama pula buka messenger nya",3
Bagus buat referensi,5
"Sekarang ig banyak bugnya, mw posting sg aja susahnya minta ampun psti kesalahan terus",3
efek nya kurang bagus,4
Bagus,5
Luar biasa mantap,5
masih banyak terdapat bug,2
❤❤❤,5
Good,4
Jaringan tolong lancarkan,5
Bagus aplikasi bisa silaturahmi sama temen dan mengabadikan momen,5
Bagus 😍😎,4
Udah diupgrade kok malah story IG ga muncul?,2
Karna filter ny error,5
bagus,5
"maaf ini kenapa Instagram tiba2 gak bisa masuk, terus kenapa ketika masuk Instagram keluar2 sendiri, tolong dong perbaiki 🙏",1
Good,5
Aplikasi yg bgs dan bisa mempunyai banyak teman dan saudara,5
"Sering nge bug, fotonya tidak bisa di upload hitam semua, terjadi kesalahan saat login, upload reels macet",1
Istimewa,5
Good apk,5
Mantap joss,5
Ok,3
Dengan Menggunakan acoun Instagram 🤝 saya bersemangat untuk menghibur diri kita sendiri,5
Mantap untuk aplikasinya,5
Bagus aplikasi y,5
Keren semoga bisa update trus,5
Bring back the 1:1 ratio on feed!!!,1
Ok,5
aplikasi tidak bisa di buka,1
Sangat mudah bagus cocok,5
Seru aja apalagi sama efektnya,5
ok,5
tolong kembalikan ig yang sebelumnya🙏,1
koq lambat lodingnya setelah di updetvsih..MENGECEWAKAN DEH KAMU,1
Udh Beberapa Hari Ini Ksl Sama Ig Mau Fto² Ngga Bsa Malahan Kek Jadi Bomerang Gth Kalo Di Pencet Solusinya Dong Ig Makin Ksni Makin Ngga Jelas Ajah 😡,2
Bagus,2
Ok bagus,5
Sangat bagus,5
Balikin filter jj jamet gw njir,1
Gegara apk Instagram aku udahan sma cwoku min:) pdhl semua arsip cerita yg berhubungan sma masalaluku udh dihapus dri hp tpi pas login dari hp cwoku semua msi ada disitu:) Ya Allah hidup lgi capek²nya:),1
Smgat bagus,5
seru,5
tidak bisa dibukak,1
Good apk for ours,4
bagus cuy,5
"Gimana ya, saya coba tag teman saya di story, tapi gk kebaca sama dia? Padahal saya udah bener nulis nama nya, mohon bantuannya ya",3
Mudah di pakai,5
Pokok nya aku sukakkk,5
Sangat puas menggunakan aplikasi ini 100% puas,5
Aku menyukainya,5
Yoi,5
"Maksudnya apa coba upload video reel di ig gak berhasil² malah makan kuota 21 gb, logika nya dong",1
Banyak bug,3
Sangat membantu,5
Membantu saat informasi bari dan updet,5
Mantep banget ni apk,5
Kok saya jdi tdk bisa membuat sorotan cerita?,1
Oke,5
👍,5
"Ig ngapain update yang gak berguna sih? Tampilan posting feeds ngapain jadi 4:5 dah? Kasian postingan Ig sekolah, kelas, K-Pop atau lainnya yang udah di susun dan di edit rapih-rapih malah berantakan.",2
Mantap luar biasa,5
good aplikasi,5
Bisa membuat imajinasi,5
sosmed terbaik saat ini,5
I really like using this app,5
👍,5
sangat bagus,5
good luck,4
"kenapa sekarang tidak bisa login ke akun saya? padahal kata sandi benar, giliran ubah kata sandi baru, malah tidak bisa... maunya Ig apa?",1
Saya suka berfoto di akun instagram,5
Good,5
Mantap,5
Good,5
Penghubung dan penyemangat kreasi,5
gaje raiso gawe akun anyar,3
Fitur reply story pake stiker tolong hilangin aja. Ga guna plus sering kepencet.,2
Lebih banyak disukai teman teman. Dan reels saya lebih banyak di tonton daripada tiktok,5
aplikasi ini sangat bagus,5
Oke. Bagus. Semoga lebih baik lagi,5
Tolong ramaikan reals saya,5
baikkk. tingkatkan lagi ajaa,4
Bagus,5
Mantap,4
Biar bintang yang menjelaskan,5
kenapa diubah si ukuran postingan instagram jadinya jelek banget lebih suka ukuran yang lama👎,1
Sangat baik,1
Bagus,5
Simpel dan mudah,5
keren,5
"Kebanyakan lag, pas mau edit cover Highlight loading nya lama banget, makin ke sini makin jelel",1
mantap,5
Luar biasa Instagram sangat membantu untuk mempromosikan barang dagangan,5
Baik,1
Masih coba coba,4
Good job,5
Saya senang,5
Baguss,5
oke banget pokonya,5
Mantap,5
Bagus,5
Josh kieh wes paham iptek semua OK,5
Sangat baguss,5
Iam very very like to instagram,5
"Good apps for sharing your photos, stories, experiences and memories..",5
Wiwi widiyawati,5
Ko aplikasi nya tidak bisa di download,3
Mantap,5
Seru bgtt,5
Bagusss bkn kya kemarin ga pake hd,5
Mantul,5
sangattt amattt berguna and bagusss,5
Berguna,4
Kenapa pas buka kamera ig suka kedap kedip,1
"Ini kenapa ya, foto yg di pin malah gak bisa di unpin. Gak ada bacaannya lepas sematkan.",3
Gak ada to mbol home,1
nice,5
kita bisa kenalan orang yang tidak di kenal,4
bagus,5
keren,5
Sudah cukup untuk saat ini,5
menyenangkan,5
ga bisa ngetag,1
akun saya telat update feature terus,1
bagus dan nyaman,5
Ckep aja sihhhh wopyuuuuu buat Instagram😚😅,4
Tambahin durasi untuk membuat status menjadi 30/40 detik,4
Kok susah sih daftar nya ya ?,3
Kmren,5
Bagus,5
Sangat membatu dalam kegiatan pekerjaan,5
Bagus sesuai dengan kebutuhan Anda,5
baru d mulai,3
"ga bsa d buka ni apk, uda di instal ulang juga ttp aja katanya ada bug",1
Jelek,1
Khanza,5
Mantap,5
Good verry verry good,5
Update semakin bagus,5
Best,5
akun saya di nonaktifkan tolong kembalikan akun saya tidak bisa diajukan banding,1
Bagus Buanget 🔥,5
Pemasaran lebih cepar,5
makasihh yaaa ❤❤,5
"Bagus,tp kdg suka mau unduh musiknya hilqng..semoga terus semakin bagus lagi instagram ya",4
sudah di update tapi masih bug terus.. bikin story gagal Mulu pdhal internet kenceng,2
"Gajelas banget ni instagram udh bikin malah keluar"" an terus filturnya trs ditambah kya di hack instagramnya",1
